site,date,word_count,grade_level,comment_count,likes
andrewsullivan,2020-11-06,4048,9.4,0,119
andrewsullivan,2020-11-06,2411,9.2,1,4
andrewsullivan,2020-11-13,3878,9.2,0,67
andrewsullivan,2020-11-13,2389,8.6,0,8
andrewsullivan,2020-11-20,3782,9.1,0,49
andrewsullivan,2020-11-20,2197,8.5,1,11
andrewsullivan,2020-12-04,3330,8.3,0,85
andrewsullivan,2020-11-27,2912,8.1,0,25
andrewsullivan,2020-11-27,3862,8.0,0,70
andrewsullivan,2020-11-26,138,10.8,0,200
andrewsullivan,2020-12-04,2162,8.6,0,11
andrewsullivan,2020-12-04,3217,8.8,2,20
andrewsullivan,2020-12-11,2073,10.1,0,11
andrewsullivan,2020-12-11,3253,9.8,0,61
andrewsullivan,2020-12-11,2672,7.9,0,4
andrewsullivan,2020-12-16,277,11.0,0,8
andrewsullivan,2020-12-18,3798,9.2,0,51
andrewsullivan,2020-12-18,1107,9.0,3,8
andrewsullivan,2020-12-19,3839,9.2,0,7
andrewsullivan,2020-12-26,3301,7.7,2,13
andrewsullivan,2021-01-08,3745,9.2,0,95
andrewsullivan,2021-01-08,2787,9.1,0,6
andrewsullivan,2021-01-15,4110,9.2,0,64
andrewsullivan,2021-01-15,2912,8.4,0,3
andrewsullivan,2021-01-22,3343,9.8,0,105
andrewsullivan,2021-01-22,2490,7.0,2,7
andrewsullivan,2021-01-29,3858,9.0,0,51
andrewsullivan,2021-01-29,3025,8.7,0,6
andrewsullivan,2021-02-05,3920,9.7,0,118
andrewsullivan,2021-02-06,3064,9.4,6,10
andrewsullivan,2021-02-12,3662,9.4,0,55
andrewsullivan,2021-02-12,2560,8.2,1,7
andrewsullivan,2021-02-12,1593,11.4,8,5
andrewsullivan,2021-02-19,3477,11.7,0,68
andrewsullivan,2021-02-20,2010,8.5,2,7
andrewsullivan,2021-02-26,4317,9.5,0,65
andrewsullivan,2021-02-26,3175,8.6,0,14
andrewsullivan,2021-02-26,1787,11.1,8,10
andrewsullivan,2021-03-05,4266,9.7,0,59
andrewsullivan,2021-03-06,3568,8.9,0,7
andrewsullivan,2021-03-13,3598,8.9,0,5
andrewsullivan,2021-03-12,3864,9.8,0,74
andrewsullivan,2021-03-19,4047,8.8,0,130
andrewsullivan,2021-03-20,3714,9.4,1,8
andrewsullivan,2021-03-27,3452,8.4,18,20
andrewsullivan,2021-03-26,4121,9.8,0,57
andrewsullivan,2021-03-26,2068,10.3,6,5
andrewsullivan,2021-04-02,4013,8.5,0,98
andrewsullivan,2021-04-02,3089,9.1,12,27
andrewsullivan,2021-04-10,4361,9.7,8,15
andrewsullivan,2021-04-09,4134,9.4,0,83
andrewsullivan,2021-04-16,3688,9.8,0,56
andrewsullivan,2021-04-17,3519,8.8,2,6
andrewsullivan,2021-04-23,4411,9.0,0,48
andrewsullivan,2021-04-24,3311,9.6,0,5
andrewsullivan,2021-04-30,3599,9.9,0,45
andrewsullivan,2021-05-01,3790,10.1,14,7
andrewsullivan,2021-05-07,86,7.6,0,40
andrewsullivan,2021-05-14,3826,10.1,0,53
andrewsullivan,2021-05-15,4436,9.1,1,7
andrewsullivan,2021-05-21,3757,9.8,0,39
andrewsullivan,2021-05-21,2590,9.3,0,5
andrewsullivan,2021-05-29,2688,9.4,1,7
andrewsullivan,2021-05-28,4043,9.7,0,89
andrewsullivan,2021-06-04,3972,9.4,0,67
andrewsullivan,2021-06-04,2927,7.8,2,10
andrewsullivan,2021-06-11,3347,8.3,2,12
andrewsullivan,2021-06-11,4520,9.7,0,64
andrewsullivan,2021-06-18,4167,10.5,0,92
andrewsullivan,2021-06-19,2747,7.8,0,8
andrewsullivan,2021-06-25,4284,10.7,0,44
andrewsullivan,2021-06-25,3218,8.3,0,6
andrewsullivan,2021-07-02,4089,9.1,0,40
andrewsullivan,2021-07-03,2657,6.9,0,3
andrewsullivan,2021-07-09,3993,8.9,0,198
andrewsullivan,2021-07-10,2430,9.5,1,6
andrewsullivan,2022-04-23,7587,6.4,0,5
andrewsullivan,2021-07-16,3626,10.2,0,34
andrewsullivan,2021-07-17,2591,8.7,1,9
andrewsullivan,2021-07-23,3678,9.8,0,42
andrewsullivan,2021-07-24,2507,9.2,2,10
andrewsullivan,2021-07-30,4386,9.2,0,90
andrewsullivan,2021-07-31,2972,7.6,1,11
andrewsullivan,2021-08-06,3515,9.0,0,62
andrewsullivan,2021-08-07,2672,9.1,0,8
andrewsullivan,2021-08-13,4586,10.1,0,62
andrewsullivan,2021-08-14,3092,8.4,2,14
andrewsullivan,2021-08-20,3111,8.3,0,4
andrewsullivan,2021-08-20,3864,8.2,25,60
andrewsullivan,2021-08-27,739,8.1,0,18
andrewsullivan,2021-09-10,3937,9.6,0,77
andrewsullivan,2021-09-11,3087,8.1,0,10
andrewsullivan,2021-09-17,3546,9.5,0,38
andrewsullivan,2021-09-18,2541,7.8,0,3
andrewsullivan,2021-09-24,3696,9.3,0,53
andrewsullivan,2021-09-25,2453,9.1,2,8
andrewsullivan,2021-10-01,3126,9.0,0,54
andrewsullivan,2021-10-01,3818,9.3,0,10
andrewsullivan,2021-10-09,2712,8.8,0,7
andrewsullivan,2021-10-08,3954,9.6,0,124
andrewsullivan,2021-10-15,3251,10.1,0,83
andrewsullivan,2021-10-16,3021,9.2,1,8
andrewsullivan,2021-10-22,3538,9.3,0,82
andrewsullivan,2021-10-23,2719,7.8,2,12
andrewsullivan,2021-10-30,3254,8.8,0,5
andrewsullivan,2021-10-29,3444,8.5,0,52
andrewsullivan,2021-11-06,2665,8.7,3,12
andrewsullivan,2021-11-05,3275,9.6,0,90
andrewsullivan,2021-11-05,2526,11.5,19,3
andrewsullivan,2021-12-11,2674,9.3,0,6
andrewsullivan,2021-11-12,3514,8.0,0,142
andrewsullivan,2021-11-13,2788,9.0,1,12
andrewsullivan,2021-11-19,3004,8.7,0,54
andrewsullivan,2021-11-20,3683,7.7,0,5
andrewsullivan,2021-12-03,3741,9.2,0,51
andrewsullivan,2021-12-04,2694,9.1,0,7
andrewsullivan,2021-12-10,3390,10.1,0,84
andrewsullivan,2021-12-18,3438,8.2,0,7
andrewsullivan,2021-12-17,3833,8.3,0,64
andrewsullivan,2022-01-08,3415,8.5,0,10
andrewsullivan,2022-01-07,3392,7.4,0,91
andrewsullivan,2022-01-14,4060,8.9,0,87
andrewsullivan,2022-01-15,3516,9.2,0,10
andrewsullivan,2022-01-21,3589,9.4,0,84
andrewsullivan,2022-01-22,4104,8.5,0,8
andrewsullivan,2022-01-29,2587,8.6,0,7
andrewsullivan,2022-01-28,3473,8.7,0,55
andrewsullivan,2022-02-04,3763,9.4,0,109
andrewsullivan,2022-02-05,1676,7.1,0,6
andrewsullivan,2022-02-11,3608,9.0,0,91
andrewsullivan,2022-02-11,3253,9.1,0,5
andrewsullivan,2022-03-12,14507,8.2,0,6
andrewsullivan,2022-02-19,1840,9.6,0,9
andrewsullivan,2022-02-18,3416,9.1,0,55
andrewsullivan,2022-02-26,5733,8.6,0,17
andrewsullivan,2022-02-25,3803,9.0,0,47
andrewsullivan,2022-03-04,4206,10.0,0,31
andrewsullivan,2022-03-05,3224,7.6,0,11
andrewsullivan,2022-03-03,10579,8.3,0,7
andrewsullivan,2022-03-17,16741,8.2,0,0
andrewsullivan,2022-03-18,17056,4.5,0,7
andrewsullivan,2022-03-11,4448,9.3,0,97
andrewsullivan,2022-03-12,3691,9.0,0,8
andrewsullivan,2022-08-13,2642,131.3,0,1
andrewsullivan,2022-03-18,2970,9.7,0,46
andrewsullivan,2022-03-18,2543,9.0,0,15
andrewsullivan,2022-03-19,3895,7.7,0,6
andrewsullivan,2022-03-18,13166,5.4,0,0
andrewsullivan,2022-03-26,2862,8.0,0,10
andrewsullivan,2022-03-25,3970,9.3,0,49
andrewsullivan,2022-03-24,10401,6.9,0,3
andrewsullivan,2022-04-02,2816,9.7,0,8
andrewsullivan,2022-04-01,3945,9.1,0,990
andrewsullivan,2022-04-07,14810,8.8,0,2
andrewsullivan,2022-04-01,10078,5.8,0,9
andrewsullivan,2022-04-09,3000,7.7,0,5
andrewsullivan,2022-04-08,3610,7.6,0,98
andrewsullivan,2022-04-08,4851,10.5,0,32
andrewsullivan,2022-04-15,3114,9.3,0,69
andrewsullivan,2022-04-16,3807,7.1,0,7
andrewsullivan,2022-04-15,15787,6.6,0,4
andrewsullivan,2022-04-15,3346,10.0,0,26
andrewsullivan,2022-04-23,4345,8.5,0,5
andrewsullivan,2022-04-21,431,8.1,0,846
andrewsullivan,2022-04-30,3272,9.3,0,8
andrewsullivan,2022-04-29,3298,9.1,0,93
andrewsullivan,2022-04-29,13889,7.3,0,5
andrewsullivan,2022-05-07,4912,9.1,0,7
andrewsullivan,2022-05-06,3175,8.4,0,107
andrewsullivan,2022-05-06,11095,6.5,0,0
andrewsullivan,2022-05-14,2993,9.0,0,8
andrewsullivan,2022-05-13,2912,9.6,0,72
andrewsullivan,2022-05-13,17297,5.6,0,2
andrewsullivan,2022-05-13,4586,9.8,0,7
andrewsullivan,2022-05-21,4332,9.2,0,5
andrewsullivan,2022-05-20,3152,10.6,0,79
andrewsullivan,2022-05-19,12516,9.0,0,6
andrewsullivan,2022-05-28,5640,8.9,0,12
andrewsullivan,2022-05-27,2914,9.6,0,41
andrewsullivan,2022-05-26,14329,7.4,0,1
andrewsullivan,2022-06-04,5686,9.0,0,8
andrewsullivan,2022-06-03,3736,9.8,0,50
andrewsullivan,2022-06-03,15199,6.2,0,2
andrewsullivan,2022-06-11,4273,8.8,0,11
andrewsullivan,2022-06-10,2766,8.4,0,100
andrewsullivan,2022-06-10,17244,7.3,0,10
andrewsullivan,2022-06-25,3616,8.5,0,10
andrewsullivan,2022-06-17,3658,8.6,0,75
andrewsullivan,2022-06-18,5969,8.1,0,16
andrewsullivan,2022-06-16,16479,6.7,0,5
andrewsullivan,2022-06-24,3147,8.5,0,61
andrewsullivan,2022-06-23,11877,6.5,0,4
andrewsullivan,2022-07-02,4910,8.4,0,9
andrewsullivan,2022-07-01,3252,7.9,0,74
andrewsullivan,2022-06-30,14167,6.2,0,1
andrewsullivan,2022-07-09,5524,9.0,0,10
andrewsullivan,2022-07-08,3188,8.4,0,57
andrewsullivan,2022-08-05,13096,7.3,0,1
andrewsullivan,2022-07-16,5271,8.8,0,6
andrewsullivan,2022-07-15,3577,8.9,0,128
andrewsullivan,2022-07-14,14715,6.7,0,8
andrewsullivan,2022-07-23,4895,8.8,0,8
andrewsullivan,2022-07-22,2721,9.1,0,53
andrewsullivan,2022-07-22,3038,8.6,0,27
andrewsullivan,2022-07-30,7122,9.2,0,7
andrewsullivan,2022-07-29,3023,9.6,0,53
andrewsullivan,2022-07-29,13535,6.9,0,0
andrewsullivan,2022-07-29,3344,10.3,0,4
andrewsullivan,2022-08-06,8553,9.1,0,11
andrewsullivan,2022-08-05,2961,7.6,0,66
andrewsullivan,2022-08-13,6254,8.6,0,7
andrewsullivan,2022-08-12,3347,8.5,0,79
andrewsullivan,2022-08-20,4331,8.8,0,2
andrewsullivan,2022-08-19,2329,9.5,0,101
andrewsullivan,2022-09-10,7044,9.0,0,6
andrewsullivan,2022-09-09,3396,8.8,0,136
andrewsullivan,2022-09-17,6271,8.9,0,10
andrewsullivan,2022-09-16,11426,5.4,0,6
andrewsullivan,2022-09-16,2873,8.7,0,53
andrewsullivan,2022-09-16,3907,7.3,0,7
andrewsullivan,2022-10-14,9745,8.4,0,1
andrewsullivan,2022-09-24,4668,8.6,0,9
andrewsullivan,2022-09-23,3071,8.7,0,85
andrewsullivan,2022-09-23,3797,9.8,0,24
andrewsullivan,2022-10-01,5372,9.0,0,9
andrewsullivan,2022-09-30,2482,9.2,0,51
andrewsullivan,2022-10-08,7372,9.2,0,8
andrewsullivan,2022-09-29,13017,8.6,0,1
andrewsullivan,2022-09-30,2397,9.4,0,12
andrewsullivan,2022-10-07,2966,8.2,0,82
andrewsullivan,2022-10-15,5718,8.2,0,8
andrewsullivan,2022-10-14,3141,9.1,0,85
andrewsullivan,2022-10-22,7584,8.4,0,8
andrewsullivan,2022-10-21,3813,8.6,0,64
andrewsullivan,2022-10-20,11511,10.1,0,1
andrewsullivan,2022-10-28,2982,9.4,0,73
andrewsullivan,2022-10-29,8138,8.5,0,8
andrewsullivan,2022-11-04,3004,8.4,0,130
andrewsullivan,2022-11-05,5463,8.4,0,4
andrewsullivan,2022-11-11,2950,8.7,0,66
andrewsullivan,2022-11-12,4477,8.5,0,4
andrewsullivan,2022-11-11,4278,9.9,0,12
andrewsullivan,2022-11-19,6416,8.4,0,4
andrewsullivan,2022-11-18,3303,9.3,0,50
andrewsullivan,2022-12-02,3142,10.8,0,64
andrewsullivan,2022-12-03,8597,9.1,0,2
andrewsullivan,2022-12-10,5666,8.2,0,7
andrewsullivan,2022-12-09,3053,9.4,0,58
andrewsullivan,2022-12-17,6699,9.1,0,7
andrewsullivan,2022-12-16,3462,9.2,0,40
